dataset_record_id,tweet_id,system,model,model_version_or_revision,generated_translation,generation_status,generation_timestamp,run_id,input_sha256,record_input_sha256,output_sha256,attempted,runtime_seconds,error_code,metadata_json
record:42e8437f7c5e14ab1431e9fa46122acd7ac3bea5d254ae4995ded4daf6957355,1070623402757517312,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert due to sewer pipe line leakage, traffic is affected on the road leading to India Gate from Akbar Road roundabout.",SUCCESS,2026-09-12T07:17:18.905350+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,89cc2757565d9d8286d1e2393e795e6b2d8b59de70319c57d7aec13d93507ece,5c093206e12ccdd9ca2e77adcaa8a2857da734168a4eb685b358b3d53da5b106,True,3.883253,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""4480a62ceb8a61729ef3da11bed00757"",""usage"":{""completion_tokens"":336,""completion_tokens_details"":null,""prompt_tokens"":759,""prompt_tokens_details"":null,""total_tokens"":1095}}"
record:01171e96f8b011732b64baffa12845aeba3410e2f9262e4412893bbf601759f2,912642447083134977,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,Traffic Alert from CR Park to GK-2 is congested due to Durga Puja. Please avoid using this route.,SUCCESS,2026-09-12T07:17:22.788769+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d5e6c613d9f637d179c514213832a52154d22745aa24858a5bf9a223d56fffcf,0df2626f441bdc98f04bda0991f4029be26e501ed66e04fde8f7bb9481ee4586,True,3.38725,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""b16944ae0fe6b81b6f1f0dd0e0c1f21e"",""usage"":{""completion_tokens"":213,""completion_tokens_details"":null,""prompt_tokens"":756,""prompt_tokens_details"":null,""total_tokens"":969}}"
record:f903881a98dc1fc818e98ad0ae597a0d6275dc9cdd6c843c98b36f8ec9cae2fb,997118644034330624,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert: A tree has fallen on the road going towards Noida from Kalindi Kunj, blocking the road. Therefore, drivers are advised to use the road going towards DND.",SUCCESS,2026-09-12T07:17:26.176677+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,f1c40c8d8bee765669c06b3eda9f60e56bbd0ed1007a5a741a6b42a9b9fc908c,cae029f924b175a2498cde340c209ae5bd1e0f025252715616af42d78b98e845,True,4.151328,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""cff60b7393390e6146d850edd97f043e"",""usage"":{""completion_tokens"":369,""completion_tokens_details"":null,""prompt_tokens"":802,""prompt_tokens_details"":null,""total_tokens"":1171}}"
record:0a50c6e802bd86144666643b18440cbb7cc5ba7e4bc4d4da542c52cd45cf87a8,866469775924281344,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert, a tree has fallen on the road from Ali village red light to Badarpur border causing heavy traffic.",SUCCESS,2026-09-12T07:17:30.327502+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,5b1a28058cda5c9e95731df9b467b270af08914b9267b1b7c7a9994f88992362,81ca4fa4d4f13fd90dc62c77aa36095f7c9de285714919f8c21ddf1c2af3602b,True,3.688178,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""087f0653795bae3bb2085399c883487a"",""usage"":{""completion_tokens"":254,""completion_tokens_details"":null,""prompt_tokens"":755,""prompt_tokens_details"":null,""total_tokens"":1009}}"
record:a6a9dc7afac0ce3e6beda1784acd11309187d990d67daa05ac55608010462523,1083980478376484864,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,Traffic Alert Patel Chowk to NDMC has been closed for traffic due to a demonstration.,SUCCESS,2026-09-12T07:17:34.015896+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,f3a993c231520c9fb596b9821c63dd9ef629d2e051b0ed541b5d01054e7007d3,bcc83e222043ad416a21360734425de9973575b2aca1f57f512ae26b0bf6e8ae,True,3.598172,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""7958a9fcdb770cd9245b254c919d142b"",""usage"":{""completion_tokens"":245,""completion_tokens_details"":null,""prompt_tokens"":744,""prompt_tokens_details"":null,""total_tokens"":989}}"
record:1fe19da70e890b07fd75005ca5fd641c0000fa550cfdefcd51d09130d70db61f,1097771097628372992,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:17:37.613474+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dd5ebed7ac9379f83fd68d40992c04da58d9c51f6ff0fe6d69855c94c1e7278f,,True,1.951346,PROVIDER_EXCEPTION_HfHubHTTPError,{}
record:894f97e45953e40c0f8b2caf119624269ea00f9ec13ac66cbce7266b23516635,1091352590133198850,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:17:39.565175+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,05331b3f1208bf28c3bfd4896be8d6ce4cf95189b86394b8338c87c89a5f4f67,,True,1.948509,PROVIDER_EXCEPTION_HfHubHTTPError,{}
record:6ce8d3e344e064788d0ad112dc6d7db3c14be7678984f9aea2406d891b6c8fea,863981063386705920,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:17:41.512014+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,830760be24617537baf9a9fc4d662a05b1424ee457e03177f3fc2cfaf65ff01f,,True,1.759098,PROVIDER_EXCEPTION_HfHubHTTPError,{}
record:3dbc9bb6c08016a9da9b7451e9294045856d58eb2969ce55d12d40a0ca82b75f,1024156961955184640,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:17:43.273967+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ed80d67ddfdcc606591adef33cc8811ff22486d1027cb7c0e7ea191be981f660,,True,1.769467,PROVIDER_EXCEPTION_HfHubHTTPError,{}
record:0d861ff5cb921080fc74354e17558cf6ed9905508ff0758342439836dfcd5211,1013039835500535808,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:17:45.043119+00:00,20260912_blind_v3,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,00df4cb96c8d94e9ed7b86476c779c481827760b7628874d7999f186e8b121f6,,True,1.76027,PROVIDER_EXCEPTION_HfHubHTTPError,{}
