dataset_record_id,tweet_id,system,model,model_version_or_revision,generated_translation,generation_status,generation_timestamp,run_id,input_sha256,record_input_sha256,output_sha256,attempted,runtime_seconds,error_code,metadata_json
record:0234568c6ce1663dda23ac25b090bae893cb884083f6dbd149c7e01034073c99,621241334414864384,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert PWD is reducing drain on Wazirabad to Timarpur Road\ u093C, please avoid using this route. Sorry for the inconvenience.",SUCCESS,2026-09-12T15:39:36.481561+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,0519d8144e311aa9c0dae3ec918fd21418b7eaedd2a7a7bdfec8e139327fb040,8d46b172b08f027b63a71d0b4fd972283eab8628896f8a87cc333a32516a39a0,True,24.380106,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:02f6a69f3714c2ec41b69b760691e1d937446bd26a14077a00b2fb97daa5bce7,634055024218349568,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic on Rani Jhansi Road is normal now.,SUCCESS,2026-09-12T15:40:00.865075+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d5dfece38517f41633a7708125f5f7d53038c61a79ec8958a48a9b2719cd7414,a5b4136bd0351a5835343c1063a9e710b51590b2d3066daf0c8cd9747f186b04,True,12.27268,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:036d26903d2857c224ed35eb270587542cf316c2f829c743c5486c7966669d71,995890159148187648,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert A tree is about to fall on the road leading to India Gate from Copernicus Marg, due to which traffic movement on the road has been closed.",SUCCESS,2026-09-12T15:40:13.139203+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e06646908cd23cc4ebcb7e09d1c14e4a49a2fcc417e2f88a137b616292e397cf,d401019cb623e7f636135ee8dcbb1c32e7cc4ef7fc384750b92b1fa873749453,True,12.498695,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:03c4544c9af1bb2ac907e3428853af688f6ca353ee23e410bec18ff1eb425591,1048051847926181889,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Bhagwan Das Road to W-Point Mathura Road Pragati Maidan Gate No. 8 in front of DJB's pipeline has burst.,SUCCESS,2026-09-12T15:40:25.638635+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d380c40383e8def2a61ba5d797f7214c2fc369cb838c38ddfbae1432e720e092,29a86f5b66a78bf31f459b96b948f86b1842a1d3c9e762e31a3a3c4fde374fc2,True,10.994476,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:03cdcabe605526e9940472d4294e269cc22ed288cd88eda176113752db0fb010,536128531601051648,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Due to celebrations at SD Public School, traffic on Rama Road will be heavy from 6 am to 11 am, sorry for the inconvenience.",SUCCESS,2026-09-12T15:40:36.632141+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,a526240de58e6eea7ba719618adfcca72e6bc8f992f2fde00e42527f44f7624a,e3aaa9a071d7426a38224bd5f94d44965926962b4c8794ee536d78bd5e3e913c,True,105.100872,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:040d055c5573b4252b30b8ea60de43d31f81e79213c16228b27fa29fda9e4af9,1100647791880110080,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert All India Youth Federation's procession which started from Mandi House has reached Jantar Mantar. Traffic is normal now.,SUCCESS,2026-09-12T15:42:21.734281+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ae7b4323692f4c2d52d16669deadb887ccf796f02374b2392078b064dc43d77f,ceb8b3feed96b83f83727241f6b2943fb9a710699dc1b68067708b240fc9ddc3,True,8.967138,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:0413e9a4c0cf7592e18ee298db28dc47b2bc04c77c44f6ca14dbf272ca30a9dc,548787346703802369,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Due to Metro work, there will be more traffic from Shyamlal College to Bihari Colony (Road No. 57), sorry for the inconvenience.",SUCCESS,2026-09-12T15:42:30.701299+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e64421d0db90f7abb2334838d9d41ccb9802a49f68365111ff1dd2e932f75576,3b0762fcc70b522f9720b88d97a8f100eaa5bd88045b46f8c65e8691cfb25ba0,True,7.459422,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:0470f9069ba574a17cf80e575330eef53a21478b82f6460e231c59e3d60341fe,1034284847991152640,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert R / A Traffic is affected due to waterlogging on the route from Dr Rajendra Prasad Road towards Windsor Place!,SUCCESS,2026-09-12T15:42:38.161182+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,4f49c9c3ae016e7f21e3e8f6f2250b40dad8789d85ab809d903faa2b3d7d6379,5de79f8552a1088e1c07f813da57addd27108b19a0994f7e29fe78a79d8bb4b3,True,9.097154,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:04dcc41c5b5504bcbf6a1c20d842ffd4b549e983b6c87c87825ce153d432a9d5,953887088369283072,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert BSF Contingent is coming out on Gurugram Road from Dhaula Kuan, due to which there is more traffic.",SUCCESS,2026-09-12T15:42:47.250560+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,094f8c22be327f7e2fe4d012cd9cd234eb62a9cdab09ed642d98eb1d5c9b6651,54f6bb98087b1122f8b042a1cca073e61a4e64e85dc647de3e10057760742058,True,39.252119,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:04ef9c5af384ee8aa19280fd79dcf7bcdc6ac95f3fe1aeb1015dc7d0518f202a,878463358973820929,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert is working to lay a pipeline with PWD at the Loni roundabout, due to which traffic is heavy here.",SUCCESS,2026-09-12T15:43:26.505947+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8b7a1a2df88f707e2dd202631bce2f8d66690e879c4c7a712875edc994df78ac,a039737be907cb4a58931b82ea920682508b317a19e7ce714ac60b03c4ff20b9,True,20.405589,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:0522079a7a0a87ee535420a6479574043688d2a4f7fa18ea6071bebdcb9a9803,591901089814814720,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert J.J. Colony residents have blocked traffic on Narela to Bawana road, sorry for the inconvenience.",SUCCESS,2026-09-12T15:43:46.913983+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e0e8ca02288eee1fbc52733323739e893cad42f9db38df5c87eae984eca7bd6b,e5ba056d269246bf72a0ab412989835687b3fc67fa03ecd380c767aedb46a4e3,True,18.033111,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:05296071fa67983f5590d8c7c8da50cd67d25ba2ed17646b710545f64cc39b0f,1022703284400807936,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic is affected due to waterlogging near Okhla Mandi please avoid using this route.,SUCCESS,2026-09-12T15:44:04.950047+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8b474d0a0933d1fff94d09374a2be43cccc02f0c911f3bbb3b9e878168375175,28eb97b0c5195325378956dd979a9b4dff7bc9909ca1aa880d0dfa6fee9f9891,True,15.007982,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:05343dfa1bbaebffbead5f45e82f2dc0fd9a0c303f4d8fe4dc3e496f7a28a6fb,1056105892255547392,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert A truck has broken down on the Sarai Kale Khan flyover en route from Maharani Bagh to ITO and a container has broken down near Sarai Kale Khan. Traffic is heavy |नॉएडा, use DND to go to Ghaziabad or use Mathura Road.",SUCCESS,2026-09-12T15:44:19.946386+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fe9a3e0f4f62def428a919d0b891de4419ab2a0c9090a7425d5a522657a504ac,580a555711c4330dddd426fa6e677859c49868d078bcf728dc8619886319cce0,True,26.722373,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:05885681e260b47b9d185ced9624fc8fb9540177544e35fd99ac0e41f798bd8f,619836374477336576,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic on MB Road (Air Force Road) is affected due to waterlogging. Sorry for the inconvenience.,SUCCESS,2026-09-12T15:44:46.679012+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dee17dfe6fd7f84a201b93da93beaaef515e921265813e38eaf20af9fdfe566b,a5275802955a29e4b34ce68fa4f41829282c71c77b76f637199baf979e7fb680,True,6.0482,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:05c53039655fbf68bb1d52d853f7ddb1e872024368daa32d47c9c4ec1f803219,629690451868692480,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic has been diverted from Adchini towards Vasant Vihar due to waterlogging at Adchini red light. Sorry for the inconvenience.,SUCCESS,2026-09-12T15:44:52.721630+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,b8fd9e11ebd893be23f3946672a1f0ff620e61ececea4c381302bc085b6d195f,c07a23307f1911cfee641a6bb413a745ff9ffede4c46af1b12a504d12628f3d9,True,8.381363,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:05df792c5e1a982e5b436ce7ad13536a8a7a89efd35be2517ee980ae10fecd9f,821709779492081664,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic is heavy on Moti Bagh to Rao Tularam road.,SUCCESS,2026-09-12T15:45:01.110140+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,524c620907d9801b1330cfea4bf35d6a193aeac34aff882c93f63af8797b45f6,99bc6f0beded503b27f1c91b8a9c6ec164065239603b457e746d3d3189eb7577,True,7.612272,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:071b9cf8d3e09e11b8db9f1727d23334d97fe17e2dc24bb442b471d4d5525c71,616131716223225856,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Container Kh093C near Dhaula Kuan Flyover has been removed. Traffic is normal now.,SUCCESS,2026-09-12T15:45:08.723319+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fcdf6e6d6de2368c77ac960abf026d9743d6305ee85a4bbee165307f190afeb1,ac3a7231a396648764b2d98d8c7fe9ae6c4cc5a5b32297ed0e51d6a1c044cb6f,True,19.870481,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:0738a85d890c87c92e3471154f9bb18cd4c8a4c1915e71c639ef8f3ae2fe224c,1031393915981766656,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert: The cut leading to Dwarka Sector-21, Samalkha and NH-8 from Dwarka Link Road has been closed.",SUCCESS,2026-09-12T15:45:28.585652+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,1da16269c1104a37d3232a33ecf044a71be5aceaf6c20988364c0d167113b6d8,5a02364cee81c50a34be3974176c9ba5dda8ef4b60efd43b0fc81d1c95d167c1,True,19.692646,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
