dataset_record_id,tweet_id,system,model,model_version_or_revision,generated_translation,generation_status,generation_timestamp,run_id,input_sha256,record_input_sha256,output_sha256,attempted,runtime_seconds,error_code,metadata_json
record:0234568c6ce1663dda23ac25b090bae893cb884083f6dbd149c7e01034073c99,621241334414864384,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,0519d8144e311aa9c0dae3ec918fd21418b7eaedd2a7a7bdfec8e139327fb040,,False,,HOST_NOT_CONFIGURED,{}
record:02f6a69f3714c2ec41b69b760691e1d937446bd26a14077a00b2fb97daa5bce7,634055024218349568,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d5dfece38517f41633a7708125f5f7d53038c61a79ec8958a48a9b2719cd7414,,False,,HOST_NOT_CONFIGURED,{}
record:036d26903d2857c224ed35eb270587542cf316c2f829c743c5486c7966669d71,995890159148187648,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e06646908cd23cc4ebcb7e09d1c14e4a49a2fcc417e2f88a137b616292e397cf,,False,,HOST_NOT_CONFIGURED,{}
record:03c4544c9af1bb2ac907e3428853af688f6ca353ee23e410bec18ff1eb425591,1048051847926181889,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d380c40383e8def2a61ba5d797f7214c2fc369cb838c38ddfbae1432e720e092,,False,,HOST_NOT_CONFIGURED,{}
record:03cdcabe605526e9940472d4294e269cc22ed288cd88eda176113752db0fb010,536128531601051648,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,a526240de58e6eea7ba719618adfcca72e6bc8f992f2fde00e42527f44f7624a,,False,,HOST_NOT_CONFIGURED,{}
record:040d055c5573b4252b30b8ea60de43d31f81e79213c16228b27fa29fda9e4af9,1100647791880110080,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ae7b4323692f4c2d52d16669deadb887ccf796f02374b2392078b064dc43d77f,,False,,HOST_NOT_CONFIGURED,{}
record:0413e9a4c0cf7592e18ee298db28dc47b2bc04c77c44f6ca14dbf272ca30a9dc,548787346703802369,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e64421d0db90f7abb2334838d9d41ccb9802a49f68365111ff1dd2e932f75576,,False,,HOST_NOT_CONFIGURED,{}
record:0470f9069ba574a17cf80e575330eef53a21478b82f6460e231c59e3d60341fe,1034284847991152640,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,4f49c9c3ae016e7f21e3e8f6f2250b40dad8789d85ab809d903faa2b3d7d6379,,False,,HOST_NOT_CONFIGURED,{}
record:04dcc41c5b5504bcbf6a1c20d842ffd4b549e983b6c87c87825ce153d432a9d5,953887088369283072,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,094f8c22be327f7e2fe4d012cd9cd234eb62a9cdab09ed642d98eb1d5c9b6651,,False,,HOST_NOT_CONFIGURED,{}
record:04ef9c5af384ee8aa19280fd79dcf7bcdc6ac95f3fe1aeb1015dc7d0518f202a,878463358973820929,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8b7a1a2df88f707e2dd202631bce2f8d66690e879c4c7a712875edc994df78ac,,False,,HOST_NOT_CONFIGURED,{}
record:0522079a7a0a87ee535420a6479574043688d2a4f7fa18ea6071bebdcb9a9803,591901089814814720,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,e0e8ca02288eee1fbc52733323739e893cad42f9db38df5c87eae984eca7bd6b,,False,,HOST_NOT_CONFIGURED,{}
record:05296071fa67983f5590d8c7c8da50cd67d25ba2ed17646b710545f64cc39b0f,1022703284400807936,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8b474d0a0933d1fff94d09374a2be43cccc02f0c911f3bbb3b9e878168375175,,False,,HOST_NOT_CONFIGURED,{}
record:05343dfa1bbaebffbead5f45e82f2dc0fd9a0c303f4d8fe4dc3e496f7a28a6fb,1056105892255547392,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fe9a3e0f4f62def428a919d0b891de4419ab2a0c9090a7425d5a522657a504ac,,False,,HOST_NOT_CONFIGURED,{}
record:05885681e260b47b9d185ced9624fc8fb9540177544e35fd99ac0e41f798bd8f,619836374477336576,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dee17dfe6fd7f84a201b93da93beaaef515e921265813e38eaf20af9fdfe566b,,False,,HOST_NOT_CONFIGURED,{}
record:05c53039655fbf68bb1d52d853f7ddb1e872024368daa32d47c9c4ec1f803219,629690451868692480,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,b8fd9e11ebd893be23f3946672a1f0ff620e61ececea4c381302bc085b6d195f,,False,,HOST_NOT_CONFIGURED,{}
record:05df792c5e1a982e5b436ce7ad13536a8a7a89efd35be2517ee980ae10fecd9f,821709779492081664,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,524c620907d9801b1330cfea4bf35d6a193aeac34aff882c93f63af8797b45f6,,False,,HOST_NOT_CONFIGURED,{}
record:071b9cf8d3e09e11b8db9f1727d23334d97fe17e2dc24bb442b471d4d5525c71,616131716223225856,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fcdf6e6d6de2368c77ac960abf026d9743d6305ee85a4bbee165307f190afeb1,,False,,HOST_NOT_CONFIGURED,{}
record:0738a85d890c87c92e3471154f9bb18cd4c8a4c1915e71c639ef8f3ae2fe224c,1031393915981766656,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,1da16269c1104a37d3232a33ecf044a71be5aceaf6c20988364c0d167113b6d8,,False,,HOST_NOT_CONFIGURED,{}
record:0790a3ef456b26ae7b5ab3af09d40c4586a52cb6b75b8f381c14f86a640b547a,582879562201112576,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d7c7be050199381b59edb647c0537ac193d953fa606a9ae4013778ab5bede7b0,,False,,HOST_NOT_CONFIGURED,{}
record:0805c4df93687026c0d2d0cc3b7cb728e1179b9a1256429e743edf1e9a647204,604166199300214785,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,972e8851302b878472956a51125f9c713060c6f327b5de202f421d738b1af5e4,,False,,HOST_NOT_CONFIGURED,{}
record:0834fdea512fafcdf55d156e3cf3b53edfed37faa59253a63a133a203b475ac8,870502396211863555,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,07cce3eb9c91d1052d1ec0a2c76a8736f281e0bdd482a8fd2d039dcc5eb0301a,,False,,HOST_NOT_CONFIGURED,{}
record:08df4a1082f11a05799823f05178d3520a210610ff6bbf191791117c71d74adb,1078879051035463680,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,58d634842a18a125064767afa2b6c551b159132646a1238562a275ed959c20cc,,False,,HOST_NOT_CONFIGURED,{}
record:09039291546e0ff0a2d6b522849525d1afab80f195046c5bb09a6af40f6a2dcf,597688272341626881,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8c00725f3800e285eb1141070a4bbb699f78ebf002ffc808125ff341c667b151,,False,,HOST_NOT_CONFIGURED,{}
record:0967f02b2f7677c6375c16c6faf08af168c51c227786c26383e3efbb2ab74a05,918329103152955392,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,349c1ea112d478bbe0a3af22f10f9f237f5d27222ac9c909acedf976c246f893,,False,,HOST_NOT_CONFIGURED,{}
record:099833ed67f590e7ff451ff977fc29d13b0a195a6891d9b7e121942a0b24b7c4,591963713801859072,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,f99bc8f58c60fa5aaf3a0b3422662b1d6ef8d01bf279f8f8b020591cac7e8606,,False,,HOST_NOT_CONFIGURED,{}
record:0a50c6e802bd86144666643b18440cbb7cc5ba7e4bc4d4da542c52cd45cf87a8,866469775924281344,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,5b1a28058cda5c9e95731df9b467b270af08914b9267b1b7c7a9994f88992362,,False,,HOST_NOT_CONFIGURED,{}
record:0ab209585b1358b60720ba9de6d216032538e4cbcbb7fc2277dd19d0958f8fff,900231841785020416,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dafbfe22865b955bec473faca62e53677b2fbb60e95897672993aef0116c08c2,,False,,HOST_NOT_CONFIGURED,{}
record:0b7953a077204ec02695fd090989915c1dbadcd0178d887a0b1ce374e60d7207,911452250869948416,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,0544080e5b633895068631ffcae5da48d18a9ac12275e6f5e57e22f59466a090,,False,,HOST_NOT_CONFIGURED,{}
record:0bf3a7736a780481db66a03f35e3a65e98eedab97acc2ad3513b59ba146ef1af,613315135952842752,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,95cdee7cc87994832eaa5a3c9b7d8979e0275599b07241e0b2d6d1599ad6f75d,,False,,HOST_NOT_CONFIGURED,{}
record:0d4d9d3b03adf5739e6c5776abccc110db836255074843645f9c6a05a69e66a3,879915782288809984,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,76adc3817ebcfaab85d5af3f2512e77e728f4bd1bba32f778c004960a4aeee66,,False,,HOST_NOT_CONFIGURED,{}
record:0d61472bbb98c0e7da0bb7c2330be93d4ee76dbc4a65bcc011fed147f4b3e9a6,621873574270398464,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,c5abcaf1d3988562d892db1ce53f695ba0735123d83e71e9c1cc246ed101719d,,False,,HOST_NOT_CONFIGURED,{}
record:0d73847b17b3e611c460953500a02e6e69d6676cec042bd35e350e9a8238938a,1082613947742728193,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,bef93554876c01e720df096bff0525f856befafa29a499f8bc913e2a29168ed6,,False,,HOST_NOT_CONFIGURED,{}
record:0d861ff5cb921080fc74354e17558cf6ed9905508ff0758342439836dfcd5211,1013039835500535808,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,00df4cb96c8d94e9ed7b86476c779c481827760b7628874d7999f186e8b121f6,,False,,HOST_NOT_CONFIGURED,{}
record:0d939a44689b6af1523b7709e14b49dcd330f6b480a6c4fa9754a3c324e01515,590811969600495617,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,c56f4ab13cee1657e5c8abdf3f12bbb58bb169315b1da56f1221497dd88fdc71,,False,,HOST_NOT_CONFIGURED,{}
record:0d9e770d5ef57f1870de84f5750f0a8bf2af9aca21f0f4662c64bd7b5dd9fc64,836779724437393408,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,6a966d3c9e6bdccd4ab93df21716967a0e9710f9e840f6c21521b6449a320e5d,,False,,HOST_NOT_CONFIGURED,{}
record:0dd0837b3d29e619d2a84a116930cec25624c624e1722309b9336fae22a6447e,1043778186230738944,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,65ecdfbfe7a85daffe8cb960200ef4961a887325a43f95eac18d93f53a16c69c,,False,,HOST_NOT_CONFIGURED,{}
record:0e267547edeedbd0e657f955bee1fa95639857441deecdb26d73c5bc9f4de7af,586499809307156480,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ddf853a71e420d5cb05b42de215cf7d7a29912e51fcb72ee953f92fff249e618,,False,,HOST_NOT_CONFIGURED,{}
record:0e6aa1c99ff3fef74a51606a68fbd47bb30a133617c500b5add728f2b3f4e81e,919470663508705280,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,23194983e6815790e4c6ade8aed9748510b5b275b3a2f7e528b5dfa2616f3b79,,False,,HOST_NOT_CONFIGURED,{}
record:0eca44d4b0e59c2fa5e386afcbfe1b0fcee7441237349fc956cf4f85018a7ea4,809585050429702144,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,c445895d661756957f9ad7e65a7db75097b13f808aa94b9cf253dea55f47bd2c,,False,,HOST_NOT_CONFIGURED,{}
record:0ed3962f2933a8107a35d0ad02004395d7d0cec920ac54bb70cb8ad832fc7eb3,805993905674067968,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,da40bc2603fd6371ee8ada6ddb606252bab2dc457ec539251d2ae55468e2349c,,False,,HOST_NOT_CONFIGURED,{}
record:0f0a57dc4d166a8945420d2d7c0ee0fb72441efe93a853a1417f20fc4ae68320,1125378676655157250,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,333bdf4a21b85e5dde7bcbc814bcb87fd96f1036a98e425b5e12551b0bd69545,,False,,HOST_NOT_CONFIGURED,{}
record:0f2bcd206151826403a64e5f0c1dda5e9b3ba22f03858ad6d825aeed93cea15c,1070766780895772673,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8c3e5d767d2a51af2d2bf9a5c5a0c09bd5a7cbb2eee4dd54dbc2e37edd15f1ac,,False,,HOST_NOT_CONFIGURED,{}
record:0f4c3e429103c2ff5301ff04605ed24436b11ce01b57f053f3b74c548582385e,611024126656974849,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,2617d993d799775e61fa761ceb2810b3f00588423807c95056e5dc63ca335495,,False,,HOST_NOT_CONFIGURED,{}
record:0fab20db3ad845b768158a8cf936a1db434d8b0f4a20119f4e1338c33d5dcca1,937892487485579270,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,a664afd8866173bfb237d63fab51df1899115e372cebc5ca8472faf6602897b1,,False,,HOST_NOT_CONFIGURED,{}
record:101fd3acc5a049ec1de684fb3371e5028522174b67eef287043ae5d7b9f848c7,1089838078028644352,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,7e09fe78162a47acd6b58782d6346b65f0e6213c108e3d2403b851c274bf6d42,,False,,HOST_NOT_CONFIGURED,{}
record:1058579f3c50bb74e7610b14b680d4d2a67dd8fec3c57b7401beea81f6e87d96,786163714034589696,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8a7c6af28b6d57503901a62c3b81762563e4c89b30718d1ee2c586aae9fb12cd,,False,,HOST_NOT_CONFIGURED,{}
record:105c1d64df24e625c8ea5937916df7beb8bf5748330b1e19ddaf519e68d95268,1054362503675830272,ollama,qwen2.5:3b-instruct,UNAVAILABLE_NOT_RETURNED,,BLOCKED_NOT_ATTEMPTED,,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fd240692142d63fc6223b33d49b53b8f886e92c9e554b0b48d43d6948e2b5f67,,False,,HOST_NOT_CONFIGURED,{}
