dataset_record_id,tweet_id,system,model,model_version_or_revision,generated_translation,generation_status,generation_timestamp,run_id,input_sha256,record_input_sha256,output_sha256,attempted,runtime_seconds,error_code,metadata_json
record:42e8437f7c5e14ab1431e9fa46122acd7ac3bea5d254ae4995ded4daf6957355,1070623402757517312,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert due to sewer pipe line leakage, traffic is affected on the route going towards India Gate from Akbar Road Circular Flyover.",SUCCESS,2026-09-12T07:23:12.713208+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,89cc2757565d9d8286d1e2393e795e6b2d8b59de70319c57d7aec13d93507ece,1a6c0de4f42a0bd0de79d0ee5fab9ee2619ee62ace734e0787d4c4c69f4c6444,True,5.888525,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""94eb745ddd3f9d83946557454df98369"",""usage"":{""completion_tokens"":256,""completion_tokens_details"":null,""prompt_tokens"":1024,""prompt_tokens_details"":null,""total_tokens"":1280}}"
record:01171e96f8b011732b64baffa12845aeba3410e2f9262e4412893bbf601759f2,912642447083134977,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,Traffic Alert: There is heavy traffic on the road going from CR Park to GK-2 due to Durga Puja. Please avoid using this route.,SUCCESS,2026-09-12T07:23:18.601444+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d5e6c613d9f637d179c514213832a52154d22745aa24858a5bf9a223d56fffcf,2dae59b95b462344c8f0742d33288406d7596506ec37b10164ab1da7f0e7ca9c,True,6.005735,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""cd4214aa26c150bf2c55af47a43207f6"",""usage"":{""completion_tokens"":296,""completion_tokens_details"":null,""prompt_tokens"":1021,""prompt_tokens_details"":null,""total_tokens"":1317}}"
record:f903881a98dc1fc818e98ad0ae597a0d6275dc9cdd6c843c98b36f8ec9cae2fb,997118644034330624,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert: The road towards Noida is closed due to a fallen tree in Noida. Therefore, drivers are advised to use the route from DND towards Noida.",SUCCESS,2026-09-12T07:23:24.607985+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,f1c40c8d8bee765669c06b3eda9f60e56bbd0ed1007a5a741a6b42a9b9fc908c,217fc2db3d7d2ff2558cbf81f63cfd51d89ea90eed9851d60bab721d3848bc78,True,7.048931,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""71ce416c18330e75e7ee6107bcb50527"",""usage"":{""completion_tokens"":252,""completion_tokens_details"":null,""prompt_tokens"":1067,""prompt_tokens_details"":null,""total_tokens"":1319}}"
record:0a50c6e802bd86144666643b18440cbb7cc5ba7e4bc4d4da542c52cd45cf87a8,866469775924281344,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert, there is heavy traffic on the road from Ali Gaon Red Light towards Badarpur Border due to a fallen tree.",SUCCESS,2026-09-12T07:23:31.657375+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,5b1a28058cda5c9e95731df9b467b270af08914b9267b1b7c7a9994f88992362,c95da8112cd3e0fce3e74eba6f096e6add40ec1e34ab93043199d3fa5a81d6d8,True,6.102433,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""c0ec0b86208d39b55225b10e45327b3e"",""usage"":{""completion_tokens"":300,""completion_tokens_details"":null,""prompt_tokens"":1020,""prompt_tokens_details"":null,""total_tokens"":1320}}"
record:a6a9dc7afac0ce3e6beda1784acd11309187d990d67daa05ac55608010462523,1083980478376484864,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,Traffic Alert Patel Chowk to NDMC has been closed for traffic due to a dharna protest.,SUCCESS,2026-09-12T07:23:37.758817+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,f3a993c231520c9fb596b9821c63dd9ef629d2e051b0ed541b5d01054e7007d3,e15e45ae69a33a5ded31dd5a68c4a439e692e812fd3eb025ad31fe87ae42930c,True,5.779728,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""f8f2d75826015fa03a9e9b7646ceddae"",""usage"":{""completion_tokens"":200,""completion_tokens_details"":null,""prompt_tokens"":1009,""prompt_tokens_details"":null,""total_tokens"":1209}}"
record:1fe19da70e890b07fd75005ca5fd641c0000fa550cfdefcd51d09130d70db61f,1097771097628372992,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Traffic Alert, the Ravidas Jayanti procession which started from Lahore Gate has reached Asaf Ali Road via Hamdard Chowk.",SUCCESS,2026-09-12T07:23:43.539396+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dd5ebed7ac9379f83fd68d40992c04da58d9c51f6ff0fe6d69855c94c1e7278f,ea8cc51a7bc24a99263c905019d95553bd9feff30ad29735e37aced7e5b9156a,True,6.476535,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""09d6af9bb599a49704eafca010f88a98"",""usage"":{""completion_tokens"":328,""completion_tokens_details"":null,""prompt_tokens"":1007,""prompt_tokens_details"":null,""total_tokens"":1335}}"
record:894f97e45953e40c0f8b2caf119624269ea00f9ec13ac66cbce7266b23516635,1091352590133198850,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:23:50.005009+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,05331b3f1208bf28c3bfd4896be8d6ce4cf95189b86394b8338c87c89a5f4f67,,True,5.787815,MALFORMED_STRUCTURED_OUTPUT,{}
record:6ce8d3e344e064788d0ad112dc6d7db3c14be7678984f9aea2406d891b6c8fea,863981063386705920,huggingface,meta-llama/Llama-3.1-8B-Instruct,meta-llama/llama-3.1-8b-instruct,"Disuse Canal Road from Gagan Vihar to M.B.Pusta Road is being cleaned by PWD, causing traffic congestion from SDM office to Khurjee Chowk.",SUCCESS,2026-09-12T07:23:55.803189+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,830760be24617537baf9a9fc4d662a05b1424ee457e03177f3fc2cfaf65ff01f,b24f1b5f77a67f5d96d4cd9915285b89c2a118528a2bc1377eeb6aa363ac2c33,True,6.949016,,"{""actual_model"":""meta-llama/llama-3.1-8b-instruct"",""api"":""huggingface_hub.InferenceClient.chat_completion (auto-routed Inference Providers)"",""backend_provider"":""not exposed by the API; auto-routing can change over time"",""response_id"":""c9b74361bc443cb178db73afb524b239"",""usage"":{""completion_tokens"":490,""completion_tokens_details"":null,""prompt_tokens"":1025,""prompt_tokens_details"":null,""total_tokens"":1515}}"
record:3dbc9bb6c08016a9da9b7451e9294045856d58eb2969ce55d12d40a0ca82b75f,1024156961955184640,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:24:02.751473+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ed80d67ddfdcc606591adef33cc8811ff22486d1027cb7c0e7ea191be981f660,,True,4.395016,PROVIDER_EXCEPTION_HfHubHTTPError,{}
record:0d861ff5cb921080fc74354e17558cf6ed9905508ff0758342439836dfcd5211,1013039835500535808,huggingface,meta-llama/Llama-3.1-8B-Instruct,UNAVAILABLE_NOT_RETURNED,,GENERATION_FAILED,2026-09-12T07:24:07.148735+00:00,20260912_blind_v4,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,00df4cb96c8d94e9ed7b86476c779c481827760b7628874d7999f186e8b121f6,,True,4.259082,PROVIDER_EXCEPTION_HfHubHTTPError,{}
